Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Raumbedarfsstrategie Sport, Übersicht über die offiziell in der Stadt betriebenen Sportarten, der Sportanlagen und der Auslastung dieser Anlagen sowie Angaben betreffend die stadtinternen Abläufe bei der Bedarfsanmeldung und die Kompetenzverteilung innerhalb der Verwaltung",Interpellation,a5ef7307476d41138d4dbbdfa53eec8e,2018-11-14T00:00:00.000,Pascal Lamprecht,SP,Urs Helfenstein,SP,Abgeschlossen,,
Vorlage eines Berichts über die finanziellen Auswirkungen im Zusammenhang mit der angestrebten Verlagerung von der stationären Altersversorgung hin zum Wohnen zu Hause,Postulat,5067a09ac6344f9a951d523b17a77766,2018-11-21T00:00:00.000,Marion Schmid,SP,Marcel Savarioud,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Zusätzlicher jährlicher und fallunabhängiger Unterstützungsbeitrag für den Verein FIZ Fachstelle Frauenhandel und Frauenmigration,Postulat,1a1575dce25d40afa3b525c7fa966fea,2018-11-21T00:00:00.000,Ezgi Akyol,AL,Nadia Huberson,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Realisierung eines intergenerativen Spielplatzes im Bereich der kommunalen Wohnsiedlung Leutschenbach,Postulat,15c13413161b49828ab2dd003a866e9a,2018-11-21T00:00:00.000,Pirmin Meyer,GLP,Zilla Roose,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Sparmassnahmen der Verkehrsbetriebe Zürich (VBZ) im Zusammenhang mit der Zielvereinbarung mit dem Zürcher Verkehrsverbund (ZVV), Messfaktoren für die Wettbewerbsfähigkeit im Bereich der Fahrleistungserbringung und Berücksichtigung des Rahmen-Gesamtarbeitsvertrags für Nahverkehrsbetriebe sowie Vergleich der Lohnbeschlüsse der Stadt mit jenen des Verkehrsrats",Schriftliche Anfrage,6c17e987521b4372b6990ac244d5503f,2018-11-21T00:00:00.000,Duri Beer,SP,Matthias Renggli,SP,Abgeschlossen,,
Langfristige jährliche Unterstützung des Vereins Kanzbi,Motion,505738b4d39749c39d9c988b64d8f359,2018-11-28T00:00:00.000,Marcel Tobler,SP,Alan David Sangines,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Direkte Trolleybusverbindung zwischen Kienastenwies und Hauptbahnhof via Hottingerplatz und Neumarkt,Postulat,59a76a3d61274686ae5f72def804bffe,2018-11-28T00:00:00.000,Pablo Bünger,FDP,Helen Glaser,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Erhöhung der Stellenprozente der Fachstelle für Gewaltprävention,Postulat,16f3c6985d1949e5b3a7f8576155da68,2018-11-28T00:00:00.000,Balz Bürgisser,Grüne,Ursula Näf,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Schliessung der ZVV-Verkaufsstellen am Goldbrunnen- und Schwamendingerplatz, Beurteilung des Vorgehens und der Kommunikation des ZVV und Folgen für das betroffene Personal sowie bekannte weitere Anpassungen am Verkaufsstellennetz des öffentlichen Verkehrs",Schriftliche Anfrage,0be0947df66846ce96bdd1908995e11f,2018-11-28T00:00:00.000,Marcel Savarioud,SP,Barbara Wiesmann,SP,Abgeschlossen,,
Bericht zur Reduktion der CO2-Emissionen und zur Realisierung eines CO2-freien Energiemix der städtischen Betreiber von Fernwärmenetzen und Energieverbunden,Postulat,e1421f6cf4884d0896c0438d5556c905,2018-11-28T00:00:00.000,Markus Kunz,Grüne,Michael Kraft,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Unterstützung von Organisationen bei der Suche nach Landwirtschaftsland für den Anbau von Produkten nach den Grundsätzen der solidarischen Landwirtschaft,Postulat,50f2350cbd864a4c82014960bbbf4069,2018-12-05T00:00:00.000,Balz Bürgisser,Grüne,Simone Brander,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Nutzung des Migros-Provisoriums an der Kreuzstrasse in Zürich-Hottingen als Quartier- und Begegnungszentrum sowie als Übungs- und Veranstaltungsort,Postulat,a226d1b39d46404d9b01279962a71088,2018-12-05T00:00:00.000,Mischa Schiwow,AL,Marianne Aubert,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Verkehrssituation rund um den Zoo Zürich, aktuelle Verkehrserhebungen zum Verhältnis zwischen öffentlichen und privaten Verkehrsmitteln und Beurteilung von Massnahmen im Bereich Fahr- und Parkverbote und Kombi-Tickets des ZVV sowie Hintergründe zum aktuellen Planungsstand der Zoo-Seilbahn",Schriftliche Anfrage,9e194087777a475886772dd3d18d1ca2,2018-12-05T00:00:00.000,Pascal Lamprecht,SP,Marcel Savarioud,SP,Abgeschlossen,,
"Zeitverluste des öffentlichen Verkehrs als Folge von Eigenbehinderungen oder Verkehrsüberlastungen, Auflistung der Verlustzeiten und der eingebauten Fahrzeitverlängerungen im Fahrplan sowie Einflüsse dieser betrieblichen Massnahmen auf die Zusatzkosten im Zusammenhang mit Lärmsanierungsmassnahmen",Schriftliche Anfrage,cd5cb9fafd564e54aaa861a72068d258,2018-12-12T00:00:00.000,Markus Knauss,Grüne,Hans Jörg Käppeli,SP,Abgeschlossen,,
"Neubau der Haltestelle «Waidspital» der Quartierbuslinie 38, Gründe für den nicht behindertengerechten Ausbau und die Abweisung der Einsprache",Schriftliche Anfrage,bbc48c2201af496f912f166a0618b88e,2018-12-14T00:00:00.000,Hans Jörg Käppeli,SP,Joe A. Manser,SP,Abgeschlossen,,
Kompetenzübertragung betreffend Erlass der Verordnung über die familienergänzende Kinderbetreuung an den Gemeinderat,Motion,39c806d2c1b44ae39a6692313a2b023b,2018-12-19T00:00:00.000,Walter Angst,AL,Jean-Daniel Strub,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Umbenennung der Tramhaltestelle «Börsenstrasse» in «Kantonalbank», Zuständigkeit, Kriterien und Kosten für die Umbenennung sowie allfällige weitere geplante Namensänderungen von Haltestellen",Schriftliche Anfrage,a9740c1f5b9b40398eb56aa77602657a,2018-12-19T00:00:00.000,Marianne Aubert,SP,Helen Glaser,SP,Abgeschlossen,,
Zulassung von Parteiveranstaltungen in Gemeinschaftszentren und Quartiertreffs,Schriftliche Anfrage,cd6df0e7bd584d198c6fc94af04b0af7,2018-12-19T00:00:00.000,Marianne Aubert,SP,Mischa Schiwow,AL,Abgeschlossen,,
Deckung des Schulraumbedarfs für die Primarschulstufe im Gebiet Untermoos-Rautistrasse-Flurstrasse-Badenerstrasse-Dennlerstrasse,Motion,248b44a84dc6419e8c5c7521ad2ecc15,2019-01-09T00:00:00.000,Marcel Müller,FDP,Pascal Lamprecht,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Verbesserung der Bushaltestellen auf der Hardbrücke, Möglichkeiten, Zeitplan und Kosten für eine Anpassung der Haltestellen gemäss den Normen des Behindertengleichstellungsgesetzes und an die hohen Fahrgastfrequenzen",Schriftliche Anfrage,5e9692306895432fbec3f7ba91db26a7,2019-01-16T00:00:00.000,Hans Jörg Käppeli,SP,,,Abgeschlossen,,
"Ausgleich der kommunalen Sozialkosten innerhalb des Kantons, Beurteilung der Ungerechtigkeiten beim Ausgleich von Soziallasten und Möglichkeiten für einen gerechteren Soziallastenausgleich sowie weitere bekannte Vorhaben zur Umverteilung von Kosten vom Kanton zu den Gemeinden",Interpellation,92eeca21f4514add9cac9b59c14f6124,2019-01-23T00:00:00.000,Markus Baumann,GLP,Marcel Tobler,SP,Abgeschlossen,,
"Fahrspur auf dem Trottoir der Museumsstrasse für die Logistik der Speisewagen im Hauptbahnhof, Einschätzung der Fahrbewegungen, der rechtlichen Zulässigkeit und der Risiken für die Fussgängerinnen und Fussgänger",Schriftliche Anfrage,3b04195af6a5484f819cb03c4a4af7f1,2019-01-23T00:00:00.000,Hans Jörg Käppeli,SP,,,Abgeschlossen,,
"Fahrplanangebot auf den Buslinien 61/62 und 94 in Affoltern und Oerlikon, Angaben zu den Fahrgastfrequenzen, dem Fahrplan- und Platzangebot und den Kosten für die Buslinien sowie zum bisherigen Einbezug der Bevölkerung in die Angebotsplanung",Schriftliche Anfrage,e823cff188534967baf6de809a82cfd1,2019-01-23T00:00:00.000,Hans Jörg Käppeli,SP,,,Abgeschlossen,,
"Realisierung eines Wohnbauprojekts mit Wohnungen, Gemeinschaftsflächen und Raum für Pflegewohngruppen für ältere LGBTI-Menschen",Postulat,d9c2678cf0684c9fa629ddebb2d3d2cd,2019-01-30T00:00:00.000,Marco Denoth,SP,Brigitte Fürer,Grüne,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Einfacherer Zugang zum Angebot «Legitimationskarte KulturLegi» der Caritas Zürich,Postulat,096802c1fb9b43f495268f1f1c74b255,2019-01-30T00:00:00.000,Mathias Manz,SP,Ursula Näf,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Einsprache des Stadtrats im seilbahnrechtlichen Konzessions- und Plangenehmigungsverfahren zur Dreiseilumlaufbahn Mythenquai-Zürichhorn, Gründe für die Einsprache und deren Inhalt sowie Voraussetzungen für eine Veröffentlichung der Einsprache",Schriftliche Anfrage,c9cddf21661c439592256948f170864a,2019-01-30T00:00:00.000,Felix Stocker,SP,Simone Brander,SP,Abgeschlossen,,
Berücksichtigung der spezifischen Bedürfnisse der LGBTIQ-Bevölkerungsgruppe im Rahmen der neuen Altersstrategie,Postulat,c548af8d85eb4017bff7d689e9c70905,2019-01-30T00:00:00.000,Markus Baumann,GLP,Marco Denoth,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Erstellung der Stationen des Veloverleihs «Züri Velo» ohne Beeinträchtigung der Sicherheit des Fussverkehrs,Postulat,57bfda8d131941219851c45444ad0b73,2019-02-06T00:00:00.000,Simone Brander,SP,Eduard Guggenheim,AL,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Ausbildungssituation für junge Erwachsene in der städtischen Verwaltung, Zahlen zu den Lernenden und Möglichkeiten zur Weiterbeschäftigung und für Anschlusslösungen nach Lehrabschluss sowie Programme und Beschäftigungsmöglichkeiten für Hochschulabsolventinnen und -absolventen",Schriftliche Anfrage,ae51adc1d8524fdba293cfa0b0881327,2019-02-06T00:00:00.000,Andri Silberschmidt,FDP,Vera Ziswiler,SP,Abgeschlossen,,
Standort für den Weiterbetrieb des Impact Hubs zur Förderung von Unternehmerinnen und Unternehmern in Zürich,Postulat,69c919c01024467d947f39db43f44bda,2019-02-06T00:00:00.000,Pirmin Meyer,GLP,Marcel Tobler,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Markierung von Fussgängerstreifen, wo sie der Sicherheit der Bevölkerung dienen",Postulat,90692879bb6a40dd94e0be5ff2e2ae0e,2019-02-06T00:00:00.000,Pascal Lamprecht,SP,Sven Sobernheim,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Erstellung eines zentralen Gemeinschaftszentrums als Begegnungsort in Witikon,Motion,fdc6b12807ab4160981e2c6d18f83a93,2019-02-27T00:00:00.000,Balz Bürgisser,Grüne,Jean-Daniel Strub,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Rahmenkredit für Massnahmen zum Schutz der Bevölkerung vor den Auswirkungen des Strassenlärms,Postulat,3226a8306ec34026b7d56cfe7310f77f,2019-03-06T00:00:00.000,Markus Knauss,Grüne,Simone Brander,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Einführung von Mediterranen Wochen in Zürich als Pilotversuch,Postulat,d0213b2c3691474a8424b8fd0d7270a4,2019-03-06T00:00:00.000,Nicole Giger,SP,Andri Silberschmidt,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Tramlinien 3 und 8, Angaben zur Länge der Haltestellen, zur Behindertengerechtigkeit und zum geplanten Ausbau der Haltestellen, sowie zu den Fahrgastfrequenzen in den Spitzenstunden und den Umsteigebeziehungen der Tram- und Buslinien am Klusplatz",Schriftliche Anfrage,c9e4e6b3aaae4d57bb8fae5fc35e67d3,2019-03-06T00:00:00.000,Hans Jörg Käppeli,SP,,,Abgeschlossen,,
"Umbau des Hallenbads Altstetten, Planung von möglichst kurzen Schliessungszeiten, Unterstützung der Betriebsgenossenschaft im Bauverfahren und bei Übergangslösungen für das Personal sowie Angebot von Alternativen für den Schulschwimmsport",Postulat,2b8154d422b44dc2861b8fe525cb3e7a,2019-03-06T00:00:00.000,Roger Bartholdi,SVP,Pascal Lamprecht,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Unterstützung der Nichtregierungsorganisationen (NGOs) im Bereich der Beratung von Sexarbeitenden bei der Einführung von digitalen Angeboten,Postulat,76962ea7b49e4f5682c95e17a714e3e1,2019-03-20T00:00:00.000,Markus Baumann,GLP,Marco Geissbühler,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Optimierung der Priorisierung des öffentlichen Verkehrs,Postulat,57a341de412741388b0bce0a2ff1f855,2019-03-20T00:00:00.000,Pawel Silberring,SP,Barbara Wiesmann,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Anschlussmöglichkeiten und Taktintervalle der VBZ am Abend, Vergleich der Produktionskosten bei unterschiedlichen Intervallen und Vorgaben des ZVV betreffend Taktangebot am Abend sowie Gründe für die abweichende Taktausgestaltung am Freitag gegenüber den Tagen Montag bis Donnerstag",Schriftliche Anfrage,61b51b7be5104a16b555203fd1d013df,2019-03-20T00:00:00.000,Hans Jörg Käppeli,SP,,,Abgeschlossen,,
Erleichterter Anschluss der Liegenschaften rund um die Grubenackerstrasse an die Fernwärmeversorgung,Postulat,c97998b73fa04d37afc5877eb7cd9487,2019-03-20T00:00:00.000,Heidi Egger,SP,Mathias Egloff,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Grossflächige Kennzeichnung der Tramtüren für Personen mit Kinderwagen und Menschen mit eingeschränkter Mobilität,Postulat,ee5d8ccda7b84a8ba8474b538e6bbf01,2019-03-27T00:00:00.000,Felix Stocker,SP,Hans Jörg Käppeli,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Entwicklung des Fahrplanangebots in Affoltern, Fahrgastfrequenzen auf den Buslinien 61/62 sowie Anschlusskriterien für stadtein- und auswärts fahrende Busse am Bahnhof Affoltern",Schriftliche Anfrage,dd9a558c3c904a20821ca01fc4be1fc2,2019-03-27T00:00:00.000,Hans Jörg Käppeli,SP,,,Abgeschlossen,,
Einmalige Abschreibung von Verträgen mit frühen Anbietern von Solarenergie zur Senkung der Tarife,Postulat,3ced3ef791d84485926956b3f675870a,2019-04-03T00:00:00.000,Matthias Probst,Grüne,Michael Kraft,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Neugestaltung von benutzerfreundlichen und behindertengerechten Haltestellen für Tram und Bus am Klusplatz unter Mitwirkung des Quartiers,Motion,c97e28ba03084569b6b4430fe5d49d9c,2019-04-03T00:00:00.000,Hans Jörg Käppeli,SP,Ann-Catherine Nabholz,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Neugestaltung von benutzerfreundlichen und behindertengerechten Haltestellen für Tram und Bus am Klusplatz unter Mitwirkung des Quartiers,Motion,c97e28ba03084569b6b4430fe5d49d9c,2019-04-03T00:00:00.000,Hans Jörg Käppeli,SP,Ann-Catherine Nabholz,GLP,Abgeschlossen,"Überweisung, SK SID/V (Spezialkommission Sicherheitsdepartement/Verkehr)",Überweisung
Neugestaltung von benutzerfreundlichen und behindertengerechten Haltestellen für Tram und Bus am Klusplatz unter Mitwirkung des Quartiers,Motion,c97e28ba03084569b6b4430fe5d49d9c,2019-04-03T00:00:00.000,Hans Jörg Käppeli,SP,Ann-Catherine Nabholz,GLP,Abgeschlossen,"Überweisung, SK SID/V (Sachkommission Sicherheitsdepartement/Verkehr)",Überweisung
Weiterbetrieb der Quartierwache Schwamendingen ab 2024,Postulat,82a93e07c3934256b09e9a8e582a4f7b,2019-04-10T00:00:00.000,Marcel Savarioud,SP,Roger-Paul Speck,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Lärmbelästigung und Littering im Kreis 1, Beurteilung der Problematik, umgesetzte und geplante Massnahmen sowie Einsätze der SIP und der Polizei betreffend Lärm und Littering in der Altstadt",Schriftliche Anfrage,dca742ccd914415eb22f37338d8a1e36,2019-04-10T00:00:00.000,Renate Fischer,SP,Felix Stocker,SP,Abgeschlossen,,
"Entwicklung der Service public-Angebote in der Stadt, Ausgestaltung der künftigen Grundversorgung in der Stadt und in den einzelnen Quartieren unter Berücksichtigung der steigenden Bevölkerungszahl sowie Erarbeitung einer Strategie für solche Angebote oder von konkreten Lösungen unter Einbezug der Bevölkerung, der Quartiervertretungen und dem Gewerbe",Schriftliche Anfrage,3895164b6f1d4d9faccdcee3dd9aa5c5,2019-04-10T00:00:00.000,Marcel Savarioud,SP,Dorothea Frei,SP,Abgeschlossen,,
Realisierung eines Hauses der Demokratie in Zusammenarbeit mit der kantonalen Regierung für den partizipativen Dialog von Parlamenten mit der Bevölkerung und für eine moderne Infrastruktur für den Parlamentsbetrieb,Postulat,058a0dac7ecc40fdb2f3cf7b1e731d52,2019-04-17T00:00:00.000,Marco Denoth,SP,Markus Kunz,Grüne,Abgeschlossen,Rückzug,Rückzug
Sicherung des Raumbedarfs der Fachschule Viventa Jungholz in städtischen Liegenschaften,Postulat,bcdcbd2c86074ff39e3dcd83ef69ab01,2019-04-17T00:00:00.000,Florian Blättler,SP,Christian Monn,GLP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Jährliche Statistiken mit Kennzahlen zur Bildungsgerechtigkeit,Postulat,6f6a5f1d061b45d3a0b969d7792d0bd6,2019-04-17T00:00:00.000,Muammer Kurtulmus,Grüne,Urs Helfenstein,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Bericht über Aggressionen mit LGBTI-feindlichem Charakter sowie Aufnahme der Thematik in die Grundausbildung der Justiz- und Polizeibehörden,Postulat,d5262fd8cf0e40d6a38c08b6ce874568,2019-05-15T00:00:00.000,Patrick Hadi Huber,SP,Simone Brander,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Weiterführung der bisherigen Praxis betreffend Erteilung von Tagesbewilligungen für die städtischen Lebensmittelmärkte,Postulat,3b67ada849ec4484990ff6ab622cd7a1,2019-05-15T00:00:00.000,Olivia Romanelli,AL,Pawel Silberring,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Entwicklung des Rollen- und Aufgabenverständnisses der Verwaltung bei der Umsetzung der Smart-City-Strategie,Postulat,ab63501b0f1b4e85a390344c98bfbafc,2019-05-15T00:00:00.000,Christine Seidler,SP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Verzicht auf Zirkusvorstellungen mit Tieren in der Stadt,Postulat,608a7041935841698763df29a21da309,2019-05-22T00:00:00.000,Elena Marti,Grüne,Alan David Sangines,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Projekt Rosengartentunnel/Rosengartentram, Anzahl der Fahrzeuge pro Tag im Projektperimeter und Beurteilung der Zahlen auf der Grundlage der Städteinitiative sowie Angaben zum Planungsstand der Tramtangente Süd und der weiteren Traminfrastrukturen",Schriftliche Anfrage,3f4bbe14c85240ceb9dfdfc4e1a28348,2019-05-22T00:00:00.000,Simone Brander,SP,Markus Knauss,Grüne,Abgeschlossen,,
"Littering und Lärmklagen rund um das Gemeinschaftszentrum Hirzenbach und die angrenzende Sportanlage Heerenschürli, konkrete Zuständigkeiten für die Reinigung und die Abfallbeseitigung bei diesen Anlagen sowie generelle Massnahmen gegen das Littering und die Lärmproblematik an solchen Aufenthaltsorten",Schriftliche Anfrage,11f53f17438749b59adda7a689b58f45,2019-05-22T00:00:00.000,Roger-Paul Speck,SP,Marcel Savarioud,SP,Abgeschlossen,,
Beurteilung des Freizeit- und Kulturangebots für Jugendliche und junge Erwachsene und Massnahmen zur Deckung des steigenden Bedarfs sowie Partizipationsmöglichkeiten für den Aufbau eigener Organisationsstrukturen und mögliche Unterstützungsleistungen der Stadt,Schriftliche Anfrage,54ae054d595f40f3a844515ee9a804ae,2019-05-22T00:00:00.000,Elena Marti,Grüne,Ursula Näf,SP,Abgeschlossen,,
"Zunehmende Ausschreitungen im Bereich Utoquai, mögliche erkennbare Gründe, Zusammenhänge und Muster für die aktuellen Ausschreitungen sowie Beurteilung des Handlungsbedarfs an den Schulen, bei den Eltern und hinsichtlich möglicher Präventions- und Repressionsmittel",Interpellation,564e1a5b8cf1445d9af11c7079a78bea,2019-05-22T00:00:00.000,Pascal Lamprecht,SP,Sarah Breitenstein,SP,Abgeschlossen,,
