Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Erarbeitung einer Altersstrategie unter Berücksichtigung von Zielen in den Bereichen integrierter Dienstleistungen, Verbesserung von Synergien, dezentralen Angeboten, Anlaufstellen und der Finanzierung",Postulat,cc3298af75a74f7e98359485439d909b,2018-10-31T00:00:00.000,Ernst Danner,EVP,Raphael Kobler,FDP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Integration der Vernehmlassungsstellen im Baubewilligungsverfahren ins Amt für Baubewilligung,Postulat,72fd6acb21db48ae80748ac2408994a2,2018-11-07T00:00:00.000,Marco Denoth,SP,Albert Leiser,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Digitalisierung der Baubewilligungsverfahren samt Auflagenbereinigung,Postulat,42505a1ae03b44a5bdc807eab99beacb,2018-11-07T00:00:00.000,Andri Silberschmidt,FDP,Jean-Daniel Strub,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Aufforderung des Amts für Hochbauten und des Tiefbauamts zur Niederlegung der Arbeiten am Streiktag der UNIA vom 6. November 2018, Regelung der Terminverschiebungen in den Werkverträgen sowie Beurteilung der Haftungsfolgen für Verspätungen als Folge dieser Aufforderung",Schriftliche Anfrage,cad6b50c5f814f56b0311fae9bc11656,2018-11-07T00:00:00.000,Pablo Bünger,FDP,Christoph Marty,SVP,Abgeschlossen,,
"Zuschriften des Amts für Hochbauten und des Tiefbauamts an die Baufirmen im Zusammenhang mit dem Protesttag der Gewerkschaften vom 6. November 2018, Einschätzung des Stadtrats zum Inhalt der Schreiben und zur Verletzung der 
Friedenspflicht sowie Angaben zur Einholung der Bewilligung durch die Organisatoren",Schriftliche Anfrage,b833d513b21c452e81bfbd404589646d,2018-11-07T00:00:00.000,Christoph Marty,SVP,Pablo Bünger,FDP,Abgeschlossen,,
Einführung einer einheitlichen digitalen ID für alle Bewohnerinnen und Bewohner der Stadt,Postulat,0a9cd7d66c7745868f8af77deff4a7b6,2018-11-14T00:00:00.000,Isabel Garcia,FDP,Corina Gredig,GLP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Direkte Trolleybusverbindung zwischen Kienastenwies und Hauptbahnhof via Hottingerplatz und Neumarkt,Postulat,59a76a3d61274686ae5f72def804bffe,2018-11-28T00:00:00.000,Pablo Bünger,FDP,Helen Glaser,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Erweiterung des Betriebskonzepts des Letzigrund-Stadions auf die Mannschafts-Rasensportarten American Football und Rugby,Postulat,a38f0128f4d74c2cb45e80a7a669997d,2018-11-28T00:00:00.000,Isabel Garcia,FDP,Markus Baumann,GLP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"ÖV-Angebot in den Quartieren Witikon, Hottingen und Hirslanden, Massnahmen zur Verbesserung der Fahrplanstabilität der Linien 8 und 31 und Optionen für die Überbrückung einer Trolleybusstrecke ohne Fahrleitung sowie Hintergründe zu den Investitionskosten für eine Verlängerung der Buslinie über den Hottingerplatz an den Hauptbahnhof und zu den Kosten für bauliche Massnahmen bei der Haltestelle Hölderlinsteig",Interpellation,a170535b0de94d6c80870ac3a342834d,2018-11-28T00:00:00.000,Yasmine Bourgeois,FDP,Pablo Bünger,FDP,Abgeschlossen,,
Verrechnung und periodengerechte Verbuchung der Grundstückgewinnsteuer im jeweiligen Jahr der Liegenschaftsverkäufe und Berücksichtigung der berechneten Depotleistungen für die Budgetierung,Postulat,74ce3d61ac9e427e82268479df0c651e,2018-11-28T00:00:00.000,Urs Egger,FDP,Përparim Avdili,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Ersetzung des Abfallkübels «Abfall-Hai» durch das Modell «Züri-Kübel 110 Liter», Angaben zu den getätigten und geplanten Beschaffungen und den damit verbundenen Kosten sowie Gründe für die Ersetzung durch das neue Modell und die Herstellung in Eigenregie",Schriftliche Anfrage,7a7a9f0b919a44cf9601a5dec020f8c3,2018-12-12T00:00:00.000,Alexander Brunner,FDP,Martina Zürcher,FDP,Abgeschlossen,,
"Sistierung der verkehrspolitischen Entscheide des Stadtrats im Zusammenhang mit dem Beschluss der Kommission für Energie, Verkehr und Umwelt des Kantonsrats (KEVU) zur Änderung des kantonalen Strassengesetzes",Postulat,72eee32bf53a4a0587d2736a6bcf565c,2018-12-12T00:00:00.000,Roger Tognella,FDP,Andreas Egli,FDP,Abgeschlossen,Rückzug,Rückzug
Strategische Steuerung der im Zusammenhang mit der Digitalisierung stehenden Projekte,Postulat,ac7333c46e014dfbbbccc69e819f541f,2018-12-14T00:00:00.000,Andri Silberschmidt,FDP,Sebastian Vogel,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Gründung des Vereins «Made in Zürich Initiative», Hintergründe zur Entstehung des Vereins, seines Budgets und zum finanziellen Engagement der Stadt sowie Erläuterungen der verfolgten Ziele und Begründung des nicht erfolgten Einbezugs der Gewerbevereine",Interpellation,246cabc28f06485c8ac5d2fa803e2a2c,2018-12-19T00:00:00.000,Elisabeth Schoch,FDP,Christian Huser,FDP,Abgeschlossen,,
Offenlegung der Leistungsvereinbarungen bei der Beratung von subventionsbetreffenden Weisungen in den Spezialkommissionen des Gemeinderats,Postulat,27f7383d87854b39b1d0f7df5128b9e5,2018-12-19T00:00:00.000,Markus Merki,GLP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Gemeinsame Durchführung des Projektierungswettbewerbs für die Wohnsiedlung «Salzweg» mit der Eigentümerin der benachbarten Parzelle sowie Verbesserung der öffentlichen Verkehrsverbindungen auf der Rautistrasse,Postulat,bd21113e6a18411f98a3ba6cd240ac4d,2018-12-19T00:00:00.000,Përparim Avdili,FDP,,,Abgeschlossen,Rückzug,Rückzug
Einführung eines digitalen Reservationssystems für die von der Stadt betriebenen Sportstätten,Postulat,492e21ece2384b16b9358d3d550973cf,2019-01-09T00:00:00.000,Isabel Garcia,FDP,Markus Baumann,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Verbesserung des öffentlichen Verkehrsangebots auf der Rautistrasse,Postulat,cf930e1d95d942b9907bf06bc4d98c72,2019-01-09T00:00:00.000,Përparim Avdili,FDP,Albert Leiser,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Gemeinsame Durchführung des Projektierungswettbewerbs für die Wohnsiedlung «Salzweg» mit der Eigentümerin der benachbarten Parzelle,Postulat,2c96041b3d91469da186645f0d49a7fd,2019-01-09T00:00:00.000,Përparim Avdili,FDP,Albert Leiser,FDP,Abgeschlossen,Ablehnung,Ablehnung
Deckung des Schulraumbedarfs für die Primarschulstufe im Gebiet Untermoos-Rautistrasse-Flurstrasse-Badenerstrasse-Dennlerstrasse,Motion,248b44a84dc6419e8c5c7521ad2ecc15,2019-01-09T00:00:00.000,Marcel Müller,FDP,Pascal Lamprecht,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Systematische Erfassung der Entwicklungen im Sexgewerbe, die durch die Digitalisierung ausgelöst werden sowie Bericht über die künftige Anpassung der Strategie des Sozialdepartements",Postulat,792404b8e6e64be0b82553764e3c516f,2019-01-30T00:00:00.000,Alexander Brunner,FDP,Pablo Bünger,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Angebot an Behindertenparkplätzen, Zahlen zu den aufgehobenen und neu geschaffenen ober- und unterirdischen Parkplätzen sowie Strategie und Möglich
keiten zur Sicherstellung eines ausreichenden Angebots",Schriftliche Anfrage,5514c06bf6c04197b99fe8ab3862bed6,2019-01-30T00:00:00.000,Elisabeth Schoch,FDP,Corina Ursprung,FDP,Abgeschlossen,,
"Entwicklungen im Bereich der Einbürgerungsgesuche, Zahlen zu den Einbürgerungsgesuchen, den Bearbeitungsfristen, den abgelehnten Gesuchen und zu den Rekursen gegen die Ablehnungsentscheide",Schriftliche Anfrage,5381aee2585e4ae9b1b17f0f537713c4,2019-01-30T00:00:00.000,Isabel Garcia,FDP,Përparim Avdili,FDP,Abgeschlossen,,
Unterstützung einer allfällig entstehenden Genossenschaft der heutigen Grundeigentümerinnen und Grundeigentümer im Zusammenhang mit dem Projekt Thurgauerstrasse West,Postulat,0faf2e37a7344a1aa49cd0b863119139,2019-01-30T00:00:00.000,Urs Egger,FDP,Përparim Avdili,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Erstellen einer Strategie für die Alters- und Pflegezentren unter Einbezug der Nachfrage nach alternativen Wohnstrukturen und einer Überprüfung der Sanierungspläne der städtischen Alterszentren,Postulat,ddd7f8dccf824668b4f923401da7daef,2019-01-30T00:00:00.000,Elisabeth Schoch,FDP,Albert Leiser,FDP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Ausbildungssituation für junge Erwachsene in der städtischen Verwaltung, Zahlen zu den Lernenden und Möglichkeiten zur Weiterbeschäftigung und für Anschlusslösungen nach Lehrabschluss sowie Programme und Beschäftigungsmöglichkeiten für Hochschulabsolventinnen und -absolventen",Schriftliche Anfrage,ae51adc1d8524fdba293cfa0b0881327,2019-02-06T00:00:00.000,Andri Silberschmidt,FDP,Vera Ziswiler,SP,Abgeschlossen,,
Implementierung einer flexiblen Tiefgaragenbewirtschaftung beim Sportzentrum Oerlikon,Postulat,b85707b82c774462ac97bb11851fa547,2019-02-27T00:00:00.000,Markus Merki,GLP,Isabel Garcia,FDP,Abgeschlossen,Rückzug,Rückzug
Einführung von Mediterranen Wochen in Zürich als Pilotversuch,Postulat,d0213b2c3691474a8424b8fd0d7270a4,2019-03-06T00:00:00.000,Nicole Giger,SP,Andri Silberschmidt,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Einführung der Haushaltbioabfallentsorgung vor 6 Jahren, Entwicklung der Anzahl Grünabfuhrabonnements, Öko- und Energiebilanz des Einsammelns, zusätzlich lieferbare Energiemenge und Produktionskosten von Biogas im Vergleich zur Verbrennung mit dem Haushaltkehricht, Kostenrechnung für das Einsammeln und die Verwertung sowie Auslastung der heutigen Biogasanlage",Interpellation,42089ba639a947678f216dbc8e24749a,2019-03-06T00:00:00.000,Ernst Danner,EVP,Albert Leiser,FDP,Abgeschlossen,,
"Bessere Berücksichtigung der Bedürfnisse von LGBTIQ-Menschen in den städtischen Spitälern, Alters- und Pflegezentren, Anpassung von Aus- und Weiterbildung für das Personal, mögliche Fälle von Diskriminierung im Zusammenhang mit HIV+/Aids oder aufgrund sexueller Orientierung, Hautfarbe oder Religionszugehörigkeit und Umgang damit sowie Haltung des Stadtrats zu LGBTIQ-Menschen als vulnerable Gruppe",Interpellation,6a4774d2d8024fe294bf2264c27d145a,2019-03-06T00:00:00.000,Marcel Müller,FDP,Corina Ursprung,FDP,Abgeschlossen,,
Weiterentwicklung oder Ersetzung des städtischen Webshops zur Materialbeschaffung mittels einer webbasierten Applikation,Postulat,bc921ac920484ed2a9ade515780311ec,2019-03-13T00:00:00.000,Yasmine Bourgeois,FDP,Elisabeth Schoch,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Digitalisierung der obligatorischen und alternativ-obligatorischen Lehrmittel der Zürcher Volksschule im Rahmen einer «Smart School»-Strategie,Postulat,cb2b49d4a6d54b81b01fa2bc57a2ac39,2019-03-13T00:00:00.000,Yasmine Bourgeois,FDP,Christian Huser,FDP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Einführung von «smarten» Sharing-Konzepten in den städtischen Schulen,Postulat,0009d19b04c14c0bac54a23b70d9a70a,2019-03-13T00:00:00.000,Yasmine Bourgeois,FDP,Severin Pflüger,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Vermittlung eines Objekts für den Verein «queer altern» durch die Stiftung PWG,Postulat,7e4fb1f5d37a4a5bb1720f8a1461be1c,2019-03-13T00:00:00.000,Elisabeth Schoch,FDP,Marcel Müller,FDP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Studie des Bundesamts für Gesundheit über die Luftqualität in den Schulräumen, Relevanz der Studienergebnisse für die städtischen Schulen und Resultate allfälliger eigener Messungen betreffend Stoffkonzentrationen in den Klassenräumen sowie städtische Zielvorgaben für die Innenluft-Richtwerte von CO2",Schriftliche Anfrage,dd10e873fabf4079a1cfa47bdf439e24,2019-03-13T00:00:00.000,Christian Monn,GLP,Isabel Garcia,FDP,Abgeschlossen,,
Ausgestaltung der Gebührenregeln für Free-floating Zweiradangebote hinsichtlich eines vielfältigen und effektiv nachgefragten Angebots,Postulat,404ce52fd5d34beea9ccd9751f70a027,2019-03-13T00:00:00.000,Sven Sobernheim,GLP,Andri Silberschmidt,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Schrittweise Umsetzung einer «Smart School»-Strategie für die Schulen der Stadt,Motion,4ae0f74066a24db79ff53fac784bfaf5,2019-03-13T00:00:00.000,Yasmine Bourgeois,FDP,Michael Schmid,FDP,Abgeschlossen,Umwandlung in Postulat,Überweisung
Förderung und Betreuung von Schülerinnen und Schülern mit einer Autismus-Spektrum-Störung in einer Regelklasse,Motion,62b42faf98064c22a26418dfa7c3b3b8,2019-03-13T00:00:00.000,Balz Bürgisser,Grüne,Yasmine Bourgeois,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Umbau der Villa Hohenbühl für die Stadtpolizei, Gründe für die Standortwahl und Ergebnisse der allenfalls alternativ geprüften Orte oder der weiteren Nutzungsmöglichkeiten sowie Vereinbarkeit der geplanten Parkplatzzahl mit den Zielen der 2000-Watt-Gesellschaft",Schriftliche Anfrage,653d851f3636477bb9ab26742919a151,2019-03-27T00:00:00.000,Pablo Bünger,FDP,Yasmine Bourgeois,FDP,Abgeschlossen,,
"Totalsanierung des Brunaupark-Areals, Haltung und Verbindlichkeit der Empfehlungen des Baukollegiums der Stadt sowie Strategie des Stadtrats hinsichtlich der Totalsanierung des Brunauparks",Schriftliche Anfrage,f20eec5896804fcfaad0f6b3b6fce8b8,2019-05-15T00:00:00.000,Andri Silberschmidt,FDP,Corina Ursprung,FDP,Abgeschlossen,,
"Ausschreibung von Strassenbauprojekten gemäss Strassenverkehrsgesetz, Berücksichtigung der Ferien beim Ausschreibungstermin, Kriterien für die Quartierstrassen betreffend Bau der Trottoirs sowie Anforderungen an die Parkplätze in der Blauen Zone",Schriftliche Anfrage,fea135a2b1ab410ebf5a994f169a7692,2019-05-15T00:00:00.000,Martina Zürcher,FDP,Andreas Egli,FDP,Abgeschlossen,,
Entwicklung des Rollen- und Aufgabenverständnisses der Verwaltung bei der Umsetzung der Smart-City-Strategie,Postulat,ab63501b0f1b4e85a390344c98bfbafc,2019-05-15T00:00:00.000,Christine Seidler,SP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Städtisches Beschaffungswesen, bisherige Erfahrungen mit der «Richtlinie ökologische Anforderungen im Beschaffungsprozess» und Einschätzung des Beitrags zur 2000-Watt-Gesellschaft sowie Schritte für die Weiterentwicklung des städtischen Beschaffungswesens in Richtung Qualitätswettbewerb, Innovation und Nachhaltigkeit",Schriftliche Anfrage,a6426a6f45ab4adfb4dc60a004077053,2019-05-22T00:00:00.000,Martina Novak,GLP,Isabel Garcia,FDP,Abgeschlossen,,
"Widerstand zugezogener Personen gegen bereits bestehende Emissionen in der Stadt, Beurteilung der Problematik und mögliche bestehende oder notwendige öffentlich- und privatrechtliche Instrumente zur Verhinderung nachträglicher Einschränkungen von bestehenden emissionsbehafteten Aktivitäten",Interpellation,bd1a6543421848f4bc5cb1631081f168,2019-05-22T00:00:00.000,Yasmine Bourgeois,FDP,Michael Schmid,FDP,Abgeschlossen,,
Umsetzung der in der Raumbedarfsstrategie Sport geplanten Rasensportanlagen in den nächsten 5 Jahren,Motion,29657241b36d46d5be6661b9b2f2a00e,2019-05-22T00:00:00.000,Urs Egger,FDP,Anjushka Früh,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Pilotversuch für die getrennte Sammlung von Wertstoffen in Zusammenarbeit mit professionellen Recycling-Organisationen,Postulat,abca1da53d6c46c3bdac71c976849bfb,2019-06-05T00:00:00.000,Sebastian Vogel,FDP,Guido Hüni,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Unbewilligte Veranstaltung auf dem Pfingstweidplatz vom 25. bis 27. Mai 2019, Stellungnahme zu den Sprayereien und Sachbeschädigungen, zum Aufwand der Abfallbeseitigung, zu den Lärmemissionen und zum Verkauf von Esswaren und Getränken sowie Beurteilung der Gleichbehandlung mit Veranstaltungen, die den ordentlichen Bewilligungsprozess durchlaufen",Schriftliche Anfrage,f0b2ea91f40a4824b2c321030b8e3e9c,2019-06-05T00:00:00.000,Elisabeth Schoch,FDP,Martina Zürcher,FDP,Abgeschlossen,,
"Kostenlose Einbürgerung für junge Erwachsene bis zum 25. Altersjahr, Änderung der Verordnung über die Gebühren für die Aufnahme in das Bürgerrecht der Stadt",Motion,535303dd960547b883e5f3c82e083301,2019-06-05T00:00:00.000,Nadia Huberson,SP,Përparim Avdili,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Flexible und preisgünstige Büroräume für wachsende Startups,Postulat,569f8b081f5e416f8aa5aba79bce32d9,2019-06-19T00:00:00.000,Alexander Brunner,FDP,Pirmin Meyer,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Nachhaltigkeit bei Finanzanlagen, Beurteilung und Verwendung von Benchmarks nach ESG-Kriterien durch die Pensionskasse Stadt Zürich und Unfallversicherung der Stadt Zürich sowie Verhinderung von Investments in Titel, die den Vorgaben der bisherigen Nachhaltigkeitsstrategie oder des Klimaberichts widersprechen",Interpellation,ce91e4542ba44226a35ca7e741d0d0be,2019-06-19T00:00:00.000,Martin Bürki,FDP,Alexander Brunner,FDP,Abgeschlossen,,
Verwendung des Gebäudes an der Röslistrasse 10 für den Unterricht und die Betreuung der Schule Weinberg-Turner,Motion,c3d1ba91c47641b3a13ea6a359ebb308,2019-06-19T00:00:00.000,Balz Bürgisser,Grüne,Sebastian Vogel,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Einrichtung eines Spiel- und Pausenplatzes auf dem Abschnitt Turnerstrasse zwischen Strassenende und Kirche Unterstrass,Postulat,e994e09b396d4162ae90204f2dcea36c,2019-06-26T00:00:00.000,Sebastian Vogel,FDP,Balz Bürgisser,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Verbesserung der Sicherheit der Velofahrenden von der Duttweilerbrücke Richtung Herdernstrasse,Postulat,2e4c4d6108ed452daa8020cbee80d712,2019-06-26T00:00:00.000,Martina Zürcher,FDP,Raphaël Tschanz,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Einbezug der Bevölkerung bei der Gestaltung des städtischen Raums und städtischer Prozesse mittels smarter Lösungen,Postulat,64d26e92ac234f3fa5f54bd83260ddb8,2019-07-03T00:00:00.000,Elisabeth Schoch,FDP,Yasmine Bourgeois,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Förderung der digitalen Kompetenz der Bevölkerung und der Unternehmen im Rahmen der Smart City Strategie,Postulat,0cc0351b1fb94ca2b27231c314c9ba97,2019-07-03T00:00:00.000,Elisabeth Schoch,FDP,Yasmine Bourgeois,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Elektronische und mobile Abwicklung sämtlicher Geschäfte mit der Verwaltung,Postulat,62e9c1958357489ab8bb4105f3208a5f,2019-07-03T00:00:00.000,Elisabeth Schoch,FDP,Yasmine Bourgeois,FDP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Bereitstellen der notwendigen Daten und Ressourcen im Rahmen der Smart City Strategie mit der Zielsetzung einer zukunftsweisenden Infrastruktur,Postulat,74d049367742491fb1de8b0c04592086,2019-07-03T00:00:00.000,Elisabeth Schoch,FDP,Yasmine Bourgeois,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Gründung des Vereins «Made in Zürich Initiative», Angaben zu den Kosten und zur erfolgten Anschubfinanzierung sowie zur Corporate Governance und dem Einsitz der städtischen Vertretung",Schriftliche Anfrage,4c6d2d7e85ed451a9dcf38012a08e5b2,2019-07-10T00:00:00.000,Elisabeth Schoch,FDP,Christian Huser,FDP,Abgeschlossen,,
"Schul- und Betreuungsgebäude in der Stadt, Angaben betreffend Umnutzung von ehemals für schulische Zwecke genutzte Gebäude sowie Kriterien für die Zuteilung von Büroräumlichkeiten für die Verwaltungsabteilungen und Möglichkeiten für eine prioritäre Behandlung der Bedürfnisse nach Schul- und Betreuungsräumen",Schriftliche Anfrage,3149c3c2d98a481a94d4aaeb08f97bd8,2019-08-28T00:00:00.000,Isabel Garcia,FDP,Simone Hofer Frei,GLP,Abgeschlossen,,
"Durchsetzung der sonderrechtlichen Regeln bei Party-Veranstaltungen auf dem Koch-Areal, Vorgaben für die durchgeführten Veranstaltungen und getroffene Massnahmen zur Gewährleistung der Nachtruhe, der Einhaltung des Gastgewerberechts, der steuerrechtlichen Vorschriften und des Meldegesetzes",Schriftliche Anfrage,677b09f01cca4a26a74bf56b1699f1b3,2019-09-04T00:00:00.000,Përparim Avdili,FDP,Michael Schmid,FDP,Abgeschlossen,,
Vollständige Deckung des Gasbedarfs der Stadt und ihrer Institutionen durch Biogas,Motion,559cba49e3c24a81a18eeaa87bd7fa77,2019-09-11T00:00:00.000,Guido Hüni,GLP,Sebastian Vogel,FDP,Abgeschlossen,Umwandlung in Postulat,Überweisung
"Grund- und Trinkwasserbelastung mit Pestiziden und deren Abbaustoffen, Ergebnisse der analysierten Quell-, See- und Grundwasserfassungen in der Stadt sowie mögliche Auswirkungen der Klimaerwärmung auf die Trinkwasserqualität",Schriftliche Anfrage,c14cceba03524a838577fe6d98ca0705,2019-09-11T00:00:00.000,Christian Monn,GLP,Isabel Garcia,FDP,Abgeschlossen,,
"Unbewilligte Veranstaltung auf dem Pfingstweidplatz, Gründe für die Gleichsetzung der illegalen Veranstaltung mit einer Hausbesetzung und mögliche Anpassung der Leitlinien für ein Eingreifen der Polizei sowie Vereinfachung der Bewilligungsprozesse und Bewilligungsanforderungen zwecks Gleichbehandlung aller Veranstaltungen",Interpellation,944cdd2ed8a846d29d228fbeb768020b,2019-09-18T00:00:00.000,Elisabeth Schoch,FDP,Martina Zürcher,FDP,Abgeschlossen,,
"Mögliche Schliessung des Schlachthofareals, Arbeitsplätze und Mietverträge im Rahmen der jetzigen Nutzung und Auswirkungen einer Schliessung bezüglich Transportwege, Fleischverarbeitung und den Auswirkungen auf die Umwelt sowie Ausgestaltung des Beirats oder eines allfälligen partizipativen Verfahrens für die Beurteilung einer weiteren Arealnutzung",Schriftliche Anfrage,c3e12d41c6324e61baa29530ef3a9575,2019-10-02T00:00:00.000,Elisabeth Schoch,FDP,Përparim Avdili,FDP,Abgeschlossen,,
"Sitzverlegungen von Unternehmen, Angaben über die zu- und wegziehenden Unternehmen und deren Gründe sowie Beurteilung der Rahmenbedingungen und der Attraktivität für international tätige Technologieunternehmen",Schriftliche Anfrage,8510b17e1e1344ca818d8f2adc086591,2019-10-23T00:00:00.000,Dominique Zygmont,FDP,Alexander Brunner,FDP,Abgeschlossen,,
Nutzung des Tickets für das Hardturm-Parkhaus als ZVV-Ticket,Postulat,b8b723f3a6074fa0b08ffe3b9e2f3cf1,2019-10-23T00:00:00.000,Përparim Avdili,FDP,Stefan Urech,SVP,Abgeschlossen,Ablehnung,Ablehnung
Aufwertung sowie attraktivere Gestaltung des Goldbrunnenplatzes,Postulat,9c5f3d8798b049638e3f6722bd7229b7,2019-10-30T00:00:00.000,Raphaël Tschanz,FDP,Raphael Kobler,FDP,Abgeschlossen,Rückzug,Rückzug
Verbesserung der Verkehrssicherheit rund um den Farbhof sowie in der Badener- und Dachslerenstrasse,Postulat,2aa9390b72ba4e39a087febb296c9ef8,2019-10-30T00:00:00.000,Përparim Avdili,FDP,Pascal Lamprecht,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Verbindung der Quartiere Oerlikon mit Wipkingen und Affoltern mit Höngg durch Velotunnels sowie Nutzung des Lettentunnels für Velos,Postulat,1e630e2effb442a5a1eeb72eb25f27f5,2019-11-13T00:00:00.000,Severin Pflüger,FDP,Marcel Müller,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Graffiti-Aktion der JUSO auf den Strassen und Trottoirs, strafrechtliche Ahndung und Verrechnung der Kosten der Aktion sowie Begründung einer allfälligen Ungleichbehandlung im Vergleich mit einer Aktion der Jungfreisinnigen am Seebecken",Schriftliche Anfrage,e5eeb675222a4c8391d8d940e75fd31d,2019-11-13T00:00:00.000,Raphaël Tschanz,FDP,Raphael Kobler,FDP,Abgeschlossen,,
Verhinderung und Ahndung von Störungen des öffentlichen Verkehrs bei unbewilligten Demonstrationen,Postulat,0ab1073364f549bc909a1e922e7fbba1,2019-11-13T00:00:00.000,Andreas Egli,FDP,Martina Zürcher,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Infrastruktur im Umfeld des Freilager-Areals, Planungsstand betreffend Verkehrssituation und Strassenraumgestaltung sowie erwartete Auswirkungen des Koch-Areals auf das Gemeinschaftszentrum Bachwiesen und die Schulanlage Freilager",Interpellation,14baf2e9af5944e8ba7a8a3a51e4905f,2019-11-13T00:00:00.000,Pascal Lamprecht,SP,Marcel Müller,FDP,Abgeschlossen,,
"Aktionen von linken Aktivistinnen und Aktivisten gegen Referentinnen und Referenten aus dem konservativen und rechten Meinungsspektrum, generelle Haltung des Stadtrats zur Meinungsäusserungsfreiheit in Zürich sowie mögliche Massnahmen zur Durchsetzung dieses Verfassungsrechts",Interpellation,59a45deb1bc4463ba147967ae005c53a,2019-11-20T00:00:00.000,Andreas Egli,FDP,Dominique Zygmont,FDP,Abgeschlossen,,
Bericht zu den vereinfachten Verwaltungsabläufen und den eingesparten Kosten im Rahmen der Umsetzung von «Smart Government»,Postulat,7976e22fde5b4c599bc81d6c4b11a516,2019-11-27T00:00:00.000,Yasmine Bourgeois,FDP,Elisabeth Schoch,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Aktionen von linken Aktivistinnen und Aktivisten gegen Referentinnen und Referenten aus dem konservativen und rechten Meinungsspektrum, generelle Haltung des Stadtrats zur Meinungsäusserungsfreiheit in Zürich sowie mögliche Massnahmen zur Durchsetzung dieses Verfassungsrechts",Interpellation,fb7a99f23d4445e5b412e7b737ed4d17,2019-11-27T00:00:00.000,Andreas Egli,FDP,Dominique Zygmont,FDP,Abgeschlossen,,
"Grundstücktausch mit der Spross-Immobilien AG an der Kürberg-/Emil-Klöti-Strasse, Eignung der benachbarten städtischen Baulandreserve für den gemeinnützigen Wohnungsbau und Planungsstand betreffend Bau einer Wohnsiedlung sowie Möglichkeiten für eine teilweise und befristete Vermietung der erworbenen Einstellplätze",Schriftliche Anfrage,55019fd3fab9439b91718c519447e480,2019-11-27T00:00:00.000,Martina Zürcher,FDP,Andreas Egli,FDP,Abgeschlossen,,
Einsätze von Betreuungspersonen als Klassenassistenzen bei geringerer Auslastung,Postulat,28cf1389ea7e4b97b3e4aa84d00f70ec,2019-11-27T00:00:00.000,Yasmine Bourgeois,FDP,Christian Huser,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
